Price,Close,High,Low,Open,Volume
Ticker,IOC.NS,IOC.NS,IOC.NS,IOC.NS,IOC.NS
Date,,,,,
2015-11-30,38.59211349487305,38.995929116274276,38.48656662217916,38.75272136002507,8509506
2015-12-01,39.77145004272461,39.90452743806704,38.83991667773919,38.8766268141359,16231074
2015-12-02,39.597068786621094,40.092663955197246,39.46399141146898,39.922876449218045,7683888
2015-12-03,39.514469146728516,40.060541799018196,39.34009392357161,39.702611719335756,13685592
2015-12-04,39.30796813964844,39.757673508448455,39.18407040762474,39.32632320360733,4578144
2015-12-07,39.34468460083008,40.0972549478993,39.19325634909525,39.47317427042996,9444726
2015-12-08,38.78484344482422,39.72096433278419,38.619643664028956,39.463989229994304,5843952
2015-12-09,37.912960052490234,38.95462772627557,37.67434003379392,38.79860759115945,6622308
2015-12-10,38.160770416259766,38.32596602859161,37.600930338120726,38.07817050949095,9801702
2015-12-11,38.124053955078125,38.71142870315254,37.935911367277335,38.160768290312284,7646028
2015-12-14,37.99557113647461,38.601296792612025,37.812016252321584,38.08734647794821,4417650
2015-12-15,38.38561248779297,38.573755033812674,38.04144980619651,38.07815993207286,5018106
2015-12-16,39.073951721191406,39.610844854823625,38.638009368951636,38.638009368951636,8238984
2015-12-17,39.46858215332031,39.578712542521835,39.11982751843874,39.294202735277,11092848
2015-12-18,39.060176849365234,39.982530465170505,38.936279104102475,39.730147258466246,9321792
2015-12-21,39.964176177978516,40.345049054751115,39.0968877430342,39.647548133781164,5685144
2015-12-22,39.70719909667969,40.19820654818454,39.51905652567748,40.0605414572661,4945674
2015-12-23,39.748497009277344,40.08807198520177,39.60624421711619,39.647542059613066,4580676
2015-12-24,39.79438781738281,39.922877479799695,39.537416894959605,39.537416894959605,2919990
2015-12-28,39.54659652709961,40.19362422165752,39.463996621231786,39.78521661018188,3378858
2015-12-29,39.50070571899414,39.83110533378393,39.29420806035334,39.734738079269306,5299248
2015-12-30,39.0831184387207,39.48234636180827,39.00511046124178,39.32632620564525,2022114
2015-12-31,39.33091735839844,39.75767577062843,38.93627715902038,39.055587182144215,31521384
2016-01-01,39.762264251708984,39.89533741118189,39.28043648490145,39.28961191600765,3754404
2016-01-04,39.13819122314453,39.762276170003034,38.72978778879585,39.73932918295,6017748
2016-01-05,40.62497329711914,40.93242592489661,39.14277956115749,39.266677315329076,7926444
2016-01-06,41.37752914428711,41.850181460636286,40.4735307546943,40.83146077848013,14527062
2016-01-07,40.52400588989258,41.515191820276264,39.95040286257048,40.78556866869365,13516104
2016-01-08,41.00585174560547,41.39131241103886,40.49648910801991,40.49648910801991,8646762
2016-01-11,40.64791488647461,41.18022022320543,40.23950730027479,40.840645187434546,6550992
2016-01-12,40.38176345825195,41.20775404579889,40.230331010293945,40.78557911826795,7920732
2016-01-13,40.30834197998047,40.955369668673725,39.422698411573485,40.82229227715988,5709378
2016-01-14,39.959590911865234,40.55614110548753,39.69344033391413,39.93664812791248,8310324
2016-01-15,39.15653610229492,40.537778835929004,38.936275332587655,40.28080373673231,6804162
2016-01-18,38.261722564697266,39.86322646539353,38.091939229556914,39.14278266694888,7299966
2016-01-19,38.08733367919922,38.5462186347766,37.655983417414156,38.5462186347766,4680588
2016-01-20,37.00437927246094,38.05981456572218,36.55008609749413,37.85790462075663,7971948
